date,momentum_20,reversal_5,low_volatility_20,volume_price_corr_20,volume_expansion,amihud_liquidity_20,overnight_gap,random_baseline_s143,mock_llm_quality_momentum_v1,mock_llm_quality_momentum_feedback_v2
2023-01-25,1.0,1.093679717411952,1.0,1.0,1.0,1.0,0.9986724293474567,0.9895665875975065,0.9839801026910752,1.0
2023-01-26,1.0,1.1037803675557925,1.0,1.0,1.0,1.0,1.00319719397968,0.9979783623828987,0.9985073229628113,1.0
2023-01-27,1.0,1.1015652459251866,1.0,0.9981206380423279,0.9981255439704498,1.0,0.9909223171178108,0.9944521655698056,0.9867999718034449,1.0
2023-01-30,0.9938374293639004,1.0964522523150777,0.9962224589783784,0.995200795573503,1.0054533517755417,0.9949757880516226,0.9950780701820976,0.9850004620169283,0.9782746146476455,0.9975881721980637
2023-01-31,0.9965576761639805,1.103707685497291,0.9965694900989593,1.0034422911462975,1.012113532591822,0.9952318248384586,1.0066743866623948,0.9909291122263568,0.9755664201911112,1.0016126740836988
2023-02-01,1.002684068799584,1.0906137259672186,0.9919184367636092,1.0211526126811694,1.0113650026156236,0.9963888281228941,1.005263305248054,0.9881797623973615,0.9870130911407468,1.0017228920751164
2023-02-02,0.9868546886119846,1.0830649365305876,0.9882401630710846,1.0134012723596442,1.0032272683313233,0.9975923072016472,0.9954406960808692,0.9925837703505406,0.9750385086393512,0.9983145112597999
2023-02-03,0.9755621945952513,1.063401919726917,0.9816274681254502,0.9997413358663799,0.9988980644536548,0.9892057645541285,0.9796019594491004,0.9858739469994561,0.962665397712556,0.9917901110985754
2023-02-06,1.000212440716623,1.0782517786025294,0.9829900722742428,1.006404064205813,1.0020983874322313,0.9939083567432098,0.9888945941624045,1.0002894535568192,0.9712251922799194,0.9997207297096344
2023-02-07,1.0027181631042157,1.091607687764364,0.9759897603627565,1.014464553324599,1.0005171119593508,0.9977555498250277,0.9862082075086551,1.0020481659903042,0.9731756255672628,1.0080687459814712
2023-02-08,1.0054033210643776,1.089139444654856,0.9831847622598286,1.016233164702261,1.0017846331493128,0.9922352126681596,0.9815865296978452,1.0113510066204274,0.9754633398253906,1.0186404912367553
2023-02-09,1.0137616192972572,1.0932053004694102,0.9964260013310703,1.0295382895206366,0.9976900478057955,1.003686395941275,0.9776924276985027,1.0083809413249345,0.9816961217282476,1.0181816551722964
2023-02-10,1.0362168028214442,1.1123038655645745,1.017824278206528,1.0516301229224145,1.0241614071970293,1.02348161802134,0.9889849762209894,1.0310504785019603,1.001735677892707,1.0440337339173351
2023-02-13,1.019608875039823,1.1178850572437353,0.9980817582661788,1.0356991646492153,1.0198640448183116,1.0132437135273042,0.99082973340105,1.0332350350272297,0.9935980753887534,1.0423565186158694
2023-02-14,1.0094227221464813,1.1212843719624088,1.0000016807074703,1.0439741158113065,1.022293863345603,1.0083497835509039,0.9953253364634604,1.0266153427845048,0.9970741771256432,1.0365557559070508
2023-02-15,0.9893149144085426,1.1087111220469288,0.9880011792184076,1.024352799444046,1.0087457087576863,0.9939026800872901,0.9827807809547076,1.0093153309819993,0.984177900876473,1.0251176043212291
2023-02-16,0.9880746155891713,1.11963324562657,0.9878501394435665,1.034918319164451,1.0126961523805265,0.9913946107870548,0.9947227436997518,1.025824336874811,0.9784729421092334,1.0250312631133112
2023-02-17,0.9985378147889022,1.1259350184577546,1.0001541073922655,1.046033812911134,1.021249136322721,0.9920940995575732,1.0012612047333707,1.0263196733904891,0.9856951183833434,1.0485659567034982
2023-02-20,1.0062272492505482,1.1369458958800058,0.9915192459388206,1.0422586500630278,1.028150263366194,0.9985615822905092,1.0068867316540693,1.0192505249810853,0.9828165613678167,1.051787872861025
2023-02-21,0.9918307018108471,1.1182885192070422,0.9851014389872322,1.0439324704244552,1.0133328407645426,0.9876973828729274,0.9853641841418219,0.9982146429940946,0.9673722040486495,1.0383024775894805
2023-02-22,0.9844482639778966,1.1344317465734,0.9887861693341639,1.0411241499675816,1.0159688350331468,0.9882613437458484,0.9793540635381197,0.9850150373428724,0.954705950476484,1.0281633945551818
2023-02-23,0.9917287370520231,1.144420790583783,0.9875436648795962,1.041512716729405,1.0130813738863458,0.9873655906188558,0.9775875300978356,0.9892467134416761,0.9594507043878175,1.037333983909379
2023-02-24,1.0041698121098037,1.143890686833124,0.9970204830064476,1.0409549128310538,1.0256303239200408,0.9975177660386042,0.9654383662361241,0.9721906019837808,0.9646636873001558,1.0425254428600637
2023-02-27,1.0046439193538175,1.1542473106705942,1.0025455440357058,1.058944187277084,1.034496128434689,0.9971545167594934,0.974379968896847,0.9729208480975802,0.9632083781509,1.042508651075275
2023-02-28,1.0064510844384387,1.147067573780985,1.0035026031892407,1.0546164578200752,1.037504911869375,0.9899626389449151,0.9782756315074692,0.9650067565881673,0.9645135782504978,1.0321684801126358
2023-03-01,1.0106652770257238,1.1395371835734236,0.9959025632760402,1.0535328836494486,1.038136097834804,0.9914824221392706,0.9795353025994474,0.9717819704048506,0.9619845874469993,1.038866420785383
2023-03-02,1.0290097273344987,1.1437083597578848,0.9953309484567254,1.0664226831563313,1.0353668439854395,0.9909594043379413,0.9858086013726741,0.9682492795542813,0.9744461734134042,1.0489040393343172
2023-03-03,1.0335259879055192,1.1512806718011894,1.001084831688281,1.0692863668825638,1.0430829615413042,0.9942826026904722,0.988481383267833,0.9783592766744352,0.9776623959171982,1.049940417844242
2023-03-06,1.0397282803004573,1.1699728143217054,1.0166784275117635,1.0818067082948113,1.0408552737757422,1.0106609779942992,0.9997578352064898,0.99531178424004,0.9977312788485418,1.0617695065655908
2023-03-07,1.0398165147621046,1.1726290023933847,1.0218025575133585,1.0875296757703048,1.0363189948988751,1.009695715672903,1.0052964358833103,0.993760826862597,1.017142189283418,1.0671792733908003
2023-03-08,1.0490539897864934,1.159548326679165,1.0294111337279541,1.0950084879255886,1.0355467015374051,1.0225392543547147,1.0043984889063198,0.9920434363454953,1.0195045387909767,1.0680031552786782
2023-03-09,1.0429592322490067,1.1602128770286426,1.0275771734938877,1.0902277443253265,1.03839991234374,1.0235265087880492,1.0116957044240922,1.004245663268637,1.0167212925460576,1.058783907213827
2023-03-10,1.0536325973872078,1.165659452899746,1.020711500842095,1.0972367829892031,1.0348413946262964,1.018568064323997,1.0185789899607907,1.0057336660954348,1.0238780907459324,1.0538296328368157
2023-03-13,1.0568575242918865,1.1769084106098155,1.031565547176969,1.0885235555390362,1.0402654262565614,1.0210432895475212,1.0149856841415559,1.0101703199860883,1.0327806065116762,1.058829602357694
2023-03-14,1.035615449573878,1.1768225865637152,1.0181813357106233,1.087854741141518,1.020268706772382,1.007400731918574,1.0084095581262735,0.993669472477705,1.0218795496433524,1.042322750853106
2023-03-15,1.033988922327664,1.1789851583790387,1.0209438481109034,1.0786114445804513,1.0299875656669375,1.0177241371564971,1.0087528244454629,0.9885237350396984,1.0168226624692311,1.035167687202409
2023-03-16,1.0259758627057143,1.172215971214619,1.0114457705094075,1.0655977864857957,1.022365430359376,1.0068741935191663,1.0041714340793382,0.9821050094125632,1.0134149366280687,1.0308256006932706
2023-03-17,1.0327082246514172,1.1712305374360152,1.0110028836622713,1.061946186536446,1.0207264892980104,1.0100694620645168,0.9926215894837047,0.9871703908661564,1.0125042217610007,1.0380021164266273
2023-03-20,1.0324000342539348,1.176134836376946,1.0137077074439471,1.0521386377359372,1.0170479685022857,1.0009888877862914,0.9773882338307258,0.987126208292758,1.0189965695353438,1.0427688262028498
2023-03-21,1.0443358215051746,1.1884303644870977,1.0184184910722367,1.065054041520581,1.0234262448076896,1.0091015362626614,0.9874273402192952,1.0057634816788557,1.0309811959125765,1.0538028227885357
2023-03-22,1.0271236672299435,1.174728890140259,1.0130910497567578,1.0567922964089003,1.0247342709119438,1.0080070637771568,0.9783214333699145,0.9988555295283509,1.0215560586864902,1.0404270579028814
2023-03-23,1.0283717951307492,1.1704164498177614,1.016983514383216,1.0679746039419364,1.0385843257030978,1.020800101462231,0.9934921170998845,1.008192676119747,1.0277131493131704,1.0424320601879593
2023-03-24,1.006444585444174,1.1593866195232359,1.0083516433051947,1.0474677010045725,1.025390977745617,1.010580413626683,0.9745819682911896,1.0042851770922816,1.0012486450474343,1.0249300539899135
2023-03-27,0.9996780290460842,1.1640694340703486,0.9980347988308733,1.0378773090363838,1.0088826120168264,1.003927334287578,0.9740741013552616,0.9940974982449561,0.9969292008868365,1.018244201583255
2023-03-28,1.016302564197396,1.1471019920599659,1.004010772379926,1.044000732460024,1.0034754997210826,1.005701029392089,0.974583599581348,0.9864199677360991,0.9956875883486676,1.0351774901321622
2023-03-29,1.0154161630015563,1.1504779788296926,1.0106952719674989,1.0458262112451253,1.0116743545305562,1.0100112830056864,0.9778423293310863,0.990511897913725,0.9980877285235628,1.0306256141123817
2023-03-30,1.0193535811543486,1.148079486546424,1.0083675439642117,1.0675455842149464,1.0083803386190051,1.0202353391213441,0.9754394872311242,0.9990890003043719,0.9900104460079971,1.033506210850628
2023-03-31,1.0247187981099004,1.1601987165969614,1.0112442955139622,1.0805811315400107,1.01932327654483,1.0244984231322358,0.9837731489621329,1.011013846344978,0.9892682660474763,1.0403736421264582
2023-04-03,1.0093065126516603,1.1446678108455215,0.998934055473349,1.0761859300964476,1.018879152803151,1.0152714504980271,0.9799072346132905,1.004528255953884,0.995687640889913,1.0328436789422653
2023-04-04,0.9959640752535359,1.1583661350336196,1.0047200387720694,1.0854110892091675,1.009570802470457,1.0103497062604507,0.9838198363349087,1.002132169954072,1.0078323368297093,1.0190912535384549
2023-04-05,1.0138565809045714,1.1604413111421903,1.0112059581589732,1.0980959209220105,1.0277632342977017,1.0149762161913842,0.9961641164192789,1.0234787342784926,1.023815022263967,1.0400272963858492
2023-04-06,1.014034194508312,1.1608442540427544,1.009771503288784,1.1040777242331594,1.0234544887749477,1.0035951138002224,0.992633061878188,1.0130957576548778,1.019359637921514,1.0430283703457195
2023-04-07,1.0093291663631376,1.1541283814519374,1.0004756220270372,1.0864232819980995,1.0020232792405177,1.0008105820984001,0.9882433218163258,1.0078933700242374,1.006006911355358,1.0401302689025442
2023-04-10,1.0006385878511903,1.1591707076993631,0.994900043317781,1.0919536500751834,0.9972305295290652,1.0027926478916254,0.9860275360549963,1.0017317762413687,0.9979007636688377,1.0277420259823724
2023-04-11,0.9822416607793006,1.1502417929546809,0.9840660553715803,1.0789148603112908,0.9954262695186349,1.0025204431474568,0.9557026846914535,0.9992714352140576,0.9826170316493581,1.0213609966278419
2023-04-12,0.9926388933189728,1.1538895575420631,0.9850527235860314,1.0830186521484235,0.9929838687843149,0.9965615336939578,0.9480620887237157,1.0108235752178716,0.9930182375678641,1.0304244408490886
2023-04-13,1.0011686007581078,1.1694061008549432,0.9782272167255166,1.0902650610891351,0.9950143365287294,1.001894665414709,0.950603146008449,1.0219929769974687,0.9964464178195405,1.037713922206639
2023-04-14,0.9761461746333057,1.1757199218250702,0.9886779925169837,1.1007550742502052,1.001072341515451,1.0137258302942562,0.9536146345881886,0.9989749222748183,0.98164508399258,1.030447422066831
2023-04-17,0.9749040907158066,1.1720549088580512,0.9888640001047182,1.1076591871414583,0.9915607070897299,1.0106031401606954,0.9529070239105416,1.0011825051155372,0.9861704464859244,1.0371242756307237
2023-04-18,0.975870347223993,1.1684039407855717,1.0000209829346878,1.108755922605093,1.0087963867881988,1.0193039755920006,0.9510949316215624,0.9925812048011302,0.9859238839640313,1.035046451643091
2023-04-19,0.9803524169560521,1.1671017913747472,0.9943633551702015,1.1103837625327777,0.993803733997141,1.0162673747906568,0.9576790943150737,0.9967901967009413,0.9974886890219827,1.0361101763792537
2023-04-20,0.9812982718282846,1.1663361754118335,0.9943163402554956,1.106959395958075,1.0037314370509625,1.021256452167704,0.9470901783419438,0.9947425546977717,0.9987925867444017,1.0403311909980337
2023-04-21,0.9810705933265517,1.1815428621575017,1.000661357773089,1.115632401130833,1.0029069103779418,1.0263865815185853,0.9518964597244286,0.9886684368644115,0.995951904554171,1.0485617503346731
2023-04-24,0.9727638599421111,1.173074364040829,1.0037152973545984,1.1046159157267508,0.9898524163762799,1.0205898906022508,0.9599366882596345,0.9766770062922866,0.9808793776629563,1.039425566137723
2023-04-25,0.9706344203697902,1.1646614934760147,1.002706251756594,1.0911622010369633,0.9768731571932998,1.0158816347919062,0.9556286798001045,0.9840136182185274,0.9740264030600404,1.0445416209697802
2023-04-26,0.9706894575686249,1.161692885562011,0.9925005024367585,1.0911313224124173,0.9773954285891208,1.0085556602719925,0.9576971744435296,0.9722923692941418,0.9651005290853374,1.0284337870603624
2023-04-27,0.9714893148192771,1.1598694735411523,0.9902046609889892,1.0874907298117473,0.9753124042313303,0.9996139919796422,0.9412341154701535,0.975119779718421,0.955384882063812,1.017716125408717
2023-04-28,0.965908777608293,1.1733426277949799,0.9902318934907745,1.0933999956978215,0.9670437298117525,1.0075747557493828,0.9545083837415075,0.9746059117974808,0.9516509786165325,1.0216054886413872
2023-05-01,0.9587268594125405,1.1704112100231157,0.9882364484901887,1.0896165145805723,0.9609902344354346,0.9991589384631665,0.9479515884006416,0.9737275043837812,0.9491447042773915,1.0212643707947586
2023-05-02,0.9589449497173869,1.1725151949766812,0.9882739692446499,1.072961584130514,0.9517222729942558,0.9963565811862448,0.9489472964664408,0.9825659258902038,0.9546421219296789,1.021700939949377
2023-05-03,0.9593630182985481,1.182429763753886,0.9867833355926823,1.0776975412335572,0.9612301847317365,1.0062031907269935,0.9545386419149962,0.9877117919619816,0.9518785245234496,1.02027419366559
2023-05-04,0.9638339128860106,1.191608246685587,0.9901195596115965,1.0822229999070256,0.9532867111338448,1.0122934506454917,0.9652515895582751,0.9927342733280278,0.9607379455972878,1.0270014876451983
2023-05-05,0.9719250503980097,1.188387277981083,0.9897123858838217,1.0828747358433375,0.96433830778884,1.0175058124462208,0.9598911656811685,0.9889007644911545,0.9682866338531687,1.0346337897878202
2023-05-08,0.9735201557271738,1.1850945427140225,0.9915246032572903,1.0860976350143334,0.9702988475989761,1.0201936121072863,0.9631027574488724,0.9946201432937399,0.972065273545959,1.0365140688204149
2023-05-09,0.9723148960842111,1.173520913731701,0.990149195907433,1.0845526189520647,0.9737322371530109,1.0133899815595337,0.9623469794190269,0.9914884170139291,0.973777891228974,1.035764614685735
2023-05-10,0.9658643988153894,1.179461918504819,0.9845530498965196,1.0831593821669276,0.9675076424206692,1.0104762685638442,0.9572944289770127,0.9872819781455954,0.9688693677532805,1.0256017184425952
2023-05-11,0.9556180567922633,1.1589515668119699,0.9683641804138354,1.0802817197316448,0.9553254172060786,0.9926311908482247,0.9506189447731738,0.9675215830352705,0.9509238589350766,1.010056613692849
2023-05-12,0.9344469261168037,1.1457410692116012,0.9610858224711266,1.0717323725975374,0.9408506793799036,0.9785656557296641,0.9280167832752757,0.9601431333665601,0.9389760280644404,0.9894093783738814
2023-05-15,0.9308845626233334,1.1222472332056546,0.9517145335921094,1.0633273523122166,0.9389269592198831,0.9670066426683569,0.918167627040296,0.9473878156273687,0.92510525768404,0.9865382145692994
2023-05-16,0.9288605068834346,1.11138730437352,0.950080315787315,1.0646544624924115,0.9416870586210344,0.9762491439448647,0.9193272302702236,0.9504686337339965,0.9133393464313251,0.9952662348140726
2023-05-17,0.9238821766757156,1.1146227291946367,0.9427935066388481,1.073233376449962,0.9505595315154082,0.9783347980980354,0.9304710403534651,0.940317678979324,0.9087895595248777,0.9919248523185401
2023-05-18,0.9232114686900434,1.1111420783699864,0.9407411028612882,1.073131632140492,0.9426213072056278,0.9716788275101902,0.9223768201900489,0.9193035460926129,0.9085647597957064,0.991204747594764
2023-05-19,0.9210948002308499,1.1049229395123321,0.9467995182161298,1.0623927021113697,0.9369558681040777,0.9821072267738972,0.9196311415588676,0.9235463225277413,0.8999316568086745,0.9912237456641216
2023-05-22,0.927457520541248,1.1400851877563236,0.9531560665849543,1.0790102027906199,0.93834502352776,1.0036241007081024,0.9176779288409114,0.9293444638064005,0.9046393321298049,0.9978144177245083
2023-05-23,0.9256598722903353,1.1264433509101808,0.9576384967182795,1.0695894944465838,0.9312790623280922,1.0098008085713528,0.9052252804256092,0.922072159800798,0.9085465423361543,0.9982436744366172
2023-05-24,0.9369582732856423,1.1109260604230091,0.9632378313421939,1.0633917213790698,0.934464321252657,1.0106067847273592,0.8993899660023333,0.9249530155813814,0.9127422414054235,1.010627666106137
2023-05-25,0.9226085050560967,1.1253817036365605,0.9542129168949774,1.0578139251784682,0.9384490546199287,0.996691416405907,0.890334557814311,0.9108063506050292,0.9006311710144951,0.9951496312902062
2023-05-26,0.9209800820248011,1.121142505152641,0.9537351686756588,1.0587486702620537,0.9403873244027497,1.0021537468357173,0.8913341532053866,0.9067350380637554,0.8951220881266815,0.9989011011203116
2023-05-29,0.913905522491717,1.1129762462786637,0.9496533300034147,1.0437625121998726,0.9375462068639231,0.9982150881274744,0.8729837653591757,0.9069237664193815,0.8888318964531369,1.002194591303727
2023-05-30,0.9144703103519628,1.1121311903543802,0.9464476120103112,1.0484307408337052,0.9409984570044497,1.0086808317122884,0.8763930229539875,0.8995137263304684,0.8929458435081153,1.0072515393073929
2023-05-31,0.9158843949454333,1.1057158136761596,0.9563407283780021,1.0459828723229863,0.943534183514004,1.0237205076272375,0.8808196753064452,0.9087601490139556,0.8978760975097275,1.0111693985576513
2023-06-01,0.8986035307136059,1.0876111450218988,0.940554432300985,1.029487401000807,0.9307325881101831,1.0016169937283272,0.8695964166928458,0.8867004907207315,0.8815287937043196,0.9978153299708732
2023-06-02,0.9018851216245874,1.094973504325085,0.9402993392684463,1.0350213014926068,0.9370493877145883,1.0048877607615008,0.8744626888387814,0.8906397646641235,0.8775033465039394,0.9959938516666208
2023-06-05,0.9176993361971982,1.086610033784338,0.9476713876134147,1.0491717265421119,0.9406522438904583,1.0158643304814583,0.8789597143280751,0.9028185190177144,0.8928900358694323,1.0021459126469663
2023-06-06,0.9220014208307566,1.091067215426576,0.9420316845067577,1.0441843209210293,0.9314040226890441,1.0173001941483428,0.8753459962531106,0.8994041532881827,0.8977062358079447,1.0034277734644974
2023-06-07,0.9121891794583841,1.0723686239696866,0.9273484570073395,1.0361760230189079,0.9245883850406342,1.0060947893380787,0.8615891097482707,0.8803807169674337,0.8921780534689718,1.0018697590705685
2023-06-08,0.9123646224799044,1.0756480891319298,0.9200750495534653,1.0355994117820488,0.9275933884104032,1.0082087776621476,0.8543963209597804,0.880625997492919,0.8967116716527479,1.0029177891887253
2023-06-09,0.9058170575774432,1.078905090390985,0.9062664030833099,1.0267714004249877,0.9261765605753821,1.0055584068671295,0.8346530497738508,0.874756168581318,0.8894521287865409,0.990587739028597
2023-06-12,0.9097593942492107,1.0838261577070687,0.910895810743848,1.026550996095251,0.9276507684895391,1.010348021818227,0.8426402024503846,0.8821632047399589,0.8875907573297929,0.9967217627299487
2023-06-13,0.9120155344659711,1.0934343516266951,0.9107098898418975,1.0402724589179178,0.9434756012512564,0.998921649000664,0.8546604922813297,0.8857024448476263,0.8818376216881301,0.9874051197575938
2023-06-14,0.9283360280548636,1.110327198784069,0.9167670296713247,1.0383394218356519,0.953958196527735,1.0184367777335332,0.8638173341801678,0.8969757749920994,0.9024555897914788,1.0114119768055916
2023-06-15,0.9267568278442988,1.1001618676723146,0.9144126332981175,1.033326774779324,0.9473475370144326,1.0175060960235802,0.8653894930133539,0.9008119805134964,0.898659673995471,1.0145982595570857
2023-06-16,0.9247719371532898,1.0928809824866152,0.9051014397997911,1.0214550228443524,0.948264593724536,1.021913324393742,0.863176333330307,0.9065272347236305,0.9007147525123881,1.008484832867825
2023-06-19,0.9220626992811203,1.0958004805073605,0.9024777911068735,1.0219308347941636,0.951189175590683,1.0183678194954575,0.8658514857573746,0.9014750803594148,0.8919777697516191,1.0018506825450926
2023-06-20,0.9251635815259004,1.097581797636449,0.9071318603165743,1.0226452681901856,0.9554772212713868,1.0279800478224599,0.8683617435537356,0.9047855683191177,0.8930703567993465,1.0018997386873068
2023-06-21,0.9351973146229386,1.095556020586654,0.9094545756872942,1.0324387333804597,0.9638193470593948,1.0382864901116093,0.8679442661080696,0.9104311484704992,0.9038070848309139,1.0008061295183097
2023-06-22,0.9398534258000718,1.1117462029496272,0.9234620989120932,1.0419544577281088,0.9704312940480578,1.045068267697366,0.8769529450446724,0.915529978576175,0.90683474230555,1.0107908189376205
2023-06-23,0.9414918954721048,1.1133665329230273,0.9332040198209024,1.0439215235078076,0.9769946147907446,1.040979752677969,0.8691384719201795,0.9124770258539525,0.9052558359092032,1.0129540406716224
2023-06-26,0.9500599981509559,1.1226862887635563,0.9403857340302831,1.0524857008721136,0.9894512285951902,1.0497456817410025,0.8824991646326286,0.9291543708235166,0.9239442936499324,1.0249611410607369
2023-06-27,0.931877067733755,1.1132281618885354,0.9331030824946255,1.0371755190082126,0.9628724993091463,1.0337580840248912,0.8751426499940224,0.9172890042432624,0.9130634732848032,1.0111866664403337
2023-06-28,0.9270820349831191,1.1057453833786062,0.9317752719271186,1.0215639986838856,0.9621207207836069,1.0153347067988379,0.8774485773514965,0.9027369708871803,0.9179279227892352,1.0104496323142989
2023-06-29,0.924683064892142,1.0960348245369016,0.9220824012429005,1.0214798585961564,0.9461373734844715,1.0000540498311747,0.867969681723544,0.8934174008815624,0.9142071155010849,1.0094743541079039
2023-06-30,0.9118439265325915,1.0914558484704713,0.9167171956354956,1.0157782788563998,0.9412798434285193,0.9937631889274114,0.8644415093869189,0.8915173427121251,0.9068303334538066,0.9951645416293776
2023-07-03,0.8927837175845149,1.0593299434763153,0.90892109527431,1.0067681319333965,0.9319254108685665,0.9880287270858782,0.8514804722497535,0.8792385794409658,0.8836625060469451,0.9741478472956075
2023-07-04,0.8956167096919331,1.053411943495384,0.9097156010305375,1.0139104369825926,0.9328527497445701,0.9878805301970224,0.8510052739434995,0.8824117807859249,0.884382907625182,0.9819586358897132
2023-07-05,0.8934449720005183,1.0585500985274028,0.9114380246119138,1.016405295453158,0.9295747464405113,0.9808938482831048,0.8499466389066224,0.8823794384628265,0.874849187352582,0.9769984858179265
2023-07-06,0.8819758719129097,1.0387639460676488,0.8908109445743249,0.9902865637263513,0.912772192251647,0.952413636040451,0.8425555377627729,0.867467489620508,0.855568407905694,0.9571826846529999
2023-07-07,0.878787500763149,1.0303657707808231,0.8773792372041148,0.9773165165423676,0.9011120868660307,0.9406828934499298,0.8322641579791437,0.8564582373747993,0.856066114796276,0.9407173314897198
2023-07-10,0.8828186052077257,1.0204329900052744,0.8837281128410306,0.976612763093477,0.8993492918243847,0.9403428631850358,0.8386184084594968,0.8522241517695333,0.8475345174838375,0.9392224910503837
2023-07-11,0.8912453931203564,1.023000722272885,0.8849317927256122,0.9861526363556491,0.905633850517315,0.9464536998266057,0.8482858794488979,0.8531676705905933,0.8493129637433288,0.9436299807102015
2023-07-12,0.9037422149638411,1.0505328744771285,0.889411727282012,0.9938430074396434,0.9190616743210644,0.9651944154624644,0.8604706730047246,0.866938403565883,0.8618692338861809,0.9633318247289344
2023-07-13,0.9300407646836706,1.0865731136342762,0.9140965308546264,1.0151091379306416,0.9491460084511115,0.9919332565391576,0.8670510905839056,0.8748322895100333,0.8756231447710263,0.9813689461722539
2023-07-14,0.9391192864871221,1.0922917260599556,0.9155589075821224,1.0199814228027346,0.9558156152258377,0.9960353744508934,0.8638694405415676,0.8744609731009961,0.8818769748656173,0.9838354171505176
2023-07-17,0.9191097266195841,1.0936258154585763,0.9117249420653692,1.0016740617765787,0.9504226661442493,0.9810317058192146,0.8509702474562024,0.8696829436336848,0.863806895105328,0.9668802759363242
2023-07-18,0.9033159349483869,1.0656194726869817,0.8984317884770121,0.9820125426052191,0.9266760333913222,0.9656992549108581,0.8356056294147953,0.8415525868203646,0.846208661376247,0.9499104442453418
2023-07-19,0.9217707634860232,1.0762606899887774,0.9011365319751383,0.997744073195984,0.9384155947160487,0.9698920638357283,0.8327483045402684,0.837590163493788,0.8445456160494074,0.9525058943397905
2023-07-20,0.9148420390804763,1.0731590808871918,0.8999641129203435,0.9826695842319405,0.9336147524375108,0.9650882581439941,0.832406397772979,0.834933982283972,0.8414959910399964,0.9534678310085665
2023-07-21,0.9006571515072455,1.0653223159086462,0.9000971388784308,0.9631853031966764,0.9205427062238839,0.9573287025531199,0.8180519941993879,0.8260256204543248,0.8407018902376218,0.9421180725474971
2023-07-24,0.8952034182392603,1.0672700919751679,0.8961903239582536,0.966748556687268,0.924402582563671,0.9506986098573436,0.8163782763485522,0.8241414181337267,0.8384691710832692,0.9320002405610521
2023-07-25,0.8880927052302243,1.075273377807524,0.8886701613986241,0.9746860124014266,0.9223862867475741,0.950083903363288,0.8080254161942376,0.8199712149555507,0.8338641196011877,0.923709590437796
2023-07-26,0.8808047168623158,1.091319192738863,0.8941094132327627,0.9694830385280517,0.923403319530951,0.957519775835754,0.8005444080048127,0.8266890456930839,0.8433460681931522,0.9318403049048294
2023-07-27,0.8884207235058108,1.087438422701066,0.8905673014874946,0.9637145536619367,0.925309227847005,0.9650092094561667,0.7954036609935276,0.832564120708065,0.8542451674268695,0.9395696397895745
2023-07-28,0.890753117709827,1.0869748768515815,0.8834086462632796,0.9501577703779777,0.9166238901508205,0.9643180610295203,0.7990833226513123,0.8288576865539427,0.8382423654477896,0.9317045216618302
2023-07-31,0.8783163834587183,1.0695169830278277,0.8767992788744636,0.9411760145686268,0.911773439433706,0.9492798926758528,0.7914034321545811,0.8161616156717987,0.8324313956213997,0.9185888448778148
2023-08-01,0.8795383616480968,1.048606631370439,0.8652248705230087,0.9251105674857801,0.904635799457725,0.9350699229332908,0.7801770695386394,0.8143531943605377,0.8228039106497484,0.9150904119662425
