date,momentum_20,reversal_5,low_volatility_20,volume_price_corr_20,volume_expansion,amihud_liquidity_20,overnight_gap,random_baseline_s143,vwap_reversion_5d,vwap_reversion_10d
2023-01-23,1.0,1.0251717205606463,1.0,1.0,1.0,1.0,1.0402678979104005,0.9930184689863855,1.0425455281591123,1.0058521598202737
2023-01-24,1.0,1.023300352122872,1.0,1.0,1.0,1.0,1.0228825423642949,0.9747062457239505,1.0329982133147937,1.0023572025408438
2023-01-25,1.0,1.0419351200922924,1.0,1.0,1.0,1.0,1.0191241854886848,0.9851571910878988,1.0405282554656614,1.0050213220502127
2023-01-26,1.0,1.0455269600822346,1.0,1.0,1.0,1.0,1.0315080267722037,0.9799512312161845,1.0428580263683864,1.012040295654641
2023-01-27,1.0,1.052461689379684,1.0,0.9929603744140381,1.0012451160425049,1.0,1.0283812792872429,0.9764341185896585,1.0537921470263505,1.014992938045551
2023-01-30,0.9968582332998965,1.0476072680527897,1.0019209373262667,1.00616851698862,0.9754239368748655,1.0074380898133566,1.0149796127255604,0.9748176560303976,1.051687952025315,1.0179322770324435
2023-01-31,1.0107279317147977,1.0696786783010022,1.0116046963260366,1.0179294823139817,0.9806556115782145,1.019757514514859,1.0275116007867082,0.9858420454279749,1.0744358408532189,1.033612313570858
2023-02-01,0.9985062147115648,1.0762463552080548,1.0105859434677602,1.0156674948950002,0.9835090472004085,1.0080295805292572,1.0318104175801326,0.9779120329255756,1.0833999061945925,1.0411194428685193
2023-02-02,1.0125783141972153,1.0700065327622506,1.0034212593069334,1.017879352897219,0.9812896000476748,1.0217899743829042,1.0297300127636155,0.9873797714850242,1.0683199226139461,1.0391673671871355
2023-02-03,1.0145393660843915,1.0627625960548959,1.0071781784966318,1.0192202452331367,0.9791214227680367,1.0272004388093101,1.0379718619048945,0.990506444562906,1.0689980266679477,1.0370588251796948
2023-02-06,1.0255932033262969,1.0602702433213766,1.0197461051418606,1.030070960848633,0.9708678752455645,1.0334514384583153,1.0369605272949736,1.0012537092990068,1.0714033635832731,1.033843200146856
2023-02-07,1.0322444615549198,1.0642028410059468,1.0231615488905927,1.0456665562467065,0.9720126232569188,1.0425627809501794,1.0318288668756164,1.0113167243344425,1.082195044226635,1.0352911573787464
2023-02-08,1.0447019240224629,1.0764924985626259,1.025233074389354,1.0555692557937144,0.9817066357756793,1.0489013043726914,1.024651917597619,1.02372992107724,1.0828080203338044,1.0444029920500006
2023-02-09,1.0385748866618578,1.0756140960544145,1.0252696975890463,1.0632000356981774,0.9818312569403539,1.0569348462285102,1.0279961721793642,1.0218359811399715,1.0839648057156026,1.0420630984945805
2023-02-10,1.0678708024724322,1.1131649640368646,1.0458812443536103,1.0836414568227626,0.9995292851052995,1.0827093031195762,1.057753867823677,1.033775572520522,1.1089722233927124,1.0695827792322448
2023-02-13,1.0700007462909218,1.1231164173314538,1.0497180107623199,1.0849299169233597,0.9994019836486717,1.0680916185523674,1.0546218025988656,1.0341530053048835,1.116602909129994,1.06857573811417
2023-02-14,1.0793638497542641,1.1043830337942198,1.0479450982671557,1.0690964980349507,0.9987319417670945,1.068640274021415,1.0476362447995802,1.022753933006199,1.1072974699725402,1.0609999429881758
2023-02-15,1.0711603851478715,1.0989164904186333,1.0424836247991562,1.0591097604245803,1.0010725884770382,1.0560251778474299,1.0397461299874273,1.0154487645531505,1.102573221564745,1.0564732214636907
2023-02-16,1.0632287364221338,1.1182008799232395,1.044255959997757,1.068606148051493,0.994501032996048,1.0695217764537281,1.035473799180499,1.0063496116902804,1.1116331984236565,1.0775404886956037
2023-02-17,1.0799661855565466,1.1527056511731346,1.055472303595713,1.077711922843472,1.0149147169288668,1.0892404656220347,1.0492670210188322,1.0168991971004748,1.1392311506025865,1.0894849733856828
2023-02-20,1.078635607548091,1.150305731939777,1.058926055004096,1.0591059263530622,1.0127418686046523,1.0864764052432083,1.0292924220624704,1.015219549630959,1.1347017646090292,1.0934616752105641
2023-02-21,1.0799537584037813,1.145626830394174,1.0552258963523515,1.0515177737553623,1.0041283156041996,1.0781513127445517,1.012654338405973,1.0088553954604067,1.121725366217965,1.0864125666023523
2023-02-22,1.0865883175129472,1.1455345223728286,1.0465573969508655,1.0562543592195088,0.998929560872474,1.0695569045322908,0.9988284046354025,0.9963285745562388,1.1226957526646058,1.0844384767537374
2023-02-23,1.0899719143870825,1.1483613930478622,1.0379381170482953,1.0619051550744376,0.9938607139664442,1.074895619414103,0.9975353155100402,0.9965113890443371,1.1351701149095397,1.0856895548749887
2023-02-24,1.1134656448377998,1.148003349583665,1.0453155238288698,1.0700989559611374,1.0116570491071728,1.0793757358719613,1.007212685957704,1.0165070545687527,1.1383812560566395,1.0837685788414884
2023-02-27,1.1120211607699273,1.156463461106637,1.0436161376990207,1.0770239764010932,1.0112506505187255,1.0921075380190435,1.0000890380642693,1.0257263264158383,1.1449881867039047,1.088161024290252
2023-02-28,1.109993809922996,1.1419972060050312,1.0395393950850882,1.0616834226096432,1.0031360013728576,1.0901794641944706,0.9861255244291188,1.0096885322532887,1.1413644171414201,1.0843635583713094
2023-03-01,1.1267297826134635,1.148173786611181,1.033939951380317,1.0643468148609685,1.009251478841991,1.0883877661935077,0.9921481143797383,1.0091906175572665,1.1405819592309336,1.0884556664660547
2023-03-02,1.132169106854051,1.1506207442211516,1.0227667281141208,1.0869392847248105,1.0104256497734339,1.0894315798105325,1.0010238720825426,1.0280522393355664,1.148054029675344,1.0910844814504996
2023-03-03,1.1407139550859478,1.1651441007544576,1.0300808308083556,1.0954785779835319,1.013395284765207,1.1005807646054326,1.0073677133934444,1.0403123842271937,1.1656143983786553,1.1033561585919351
2023-03-06,1.1621359699118856,1.180811910451119,1.0471125066805058,1.1171617192738432,1.0102788213851674,1.1227139594199211,1.0196723871499707,1.0289411344551296,1.1888429747078058,1.1228271641359195
2023-03-07,1.1681616166305957,1.1915889357464655,1.0399734676480707,1.1139300831030252,1.0142662762700518,1.1226587595780415,1.0235683664256559,1.0204502630730492,1.2020419933038489,1.1389364512503284
2023-03-08,1.1603735736393106,1.2101734237241266,1.0485225716370297,1.124551269032208,1.0104136915792563,1.124652603338169,1.034044079902034,1.0097849352834145,1.2155109720405475,1.1514705399426122
2023-03-09,1.1570556553303737,1.2200924166887424,1.0484824582090895,1.118648727661613,1.0070939982048002,1.125569936717466,1.0354821993676044,1.0091248692912915,1.2181158967432046,1.1611386782147084
2023-03-10,1.1551202530579934,1.218236450253496,1.0514303929801816,1.1192165103998581,1.0047382735800678,1.1237922832034948,1.0289178201880607,1.0080363858268733,1.2189339306209466,1.1614307963204529
2023-03-13,1.1713942709238374,1.228375856382331,1.053116129302928,1.1224127816527576,1.0089753340629668,1.1310361152137107,1.0265047822347049,1.0047547590909869,1.2186348874214594,1.1545160729858122
2023-03-14,1.1535802564690305,1.2182523366171507,1.0371386118537291,1.1013399963784682,1.002952608892858,1.1174964548953619,1.0204398105860093,0.9891377781332646,1.2006631181263325,1.139466071382328
2023-03-15,1.1635339930232171,1.226297401937943,1.0337413586682638,1.113557670623086,1.0088119244660436,1.1181450132187278,1.02174615217154,0.987821588452118,1.1919582915207605,1.1453173952483067
2023-03-16,1.1598377062662046,1.2128792983909586,1.022434128778694,1.0979243536040975,0.9988951882549254,1.104770927929812,1.0067475858959518,0.9841717007559992,1.1963753384481595,1.1382803237941226
2023-03-17,1.145311039444499,1.2081323920241334,1.0139370125294176,1.0756833143692344,0.9896984962396634,1.0872412792867205,1.006756809980292,0.9670729479993992,1.1978701688402047,1.1368836892622987
2023-03-20,1.1443493742441815,1.187198854728789,1.0099084327059464,1.0594019216629127,0.9892193372784344,1.0901172268680794,1.0045231992949346,0.9566602805751008,1.1911699804610456,1.1160373210823442
2023-03-21,1.1555651192036167,1.2161679272218224,1.0270994783953327,1.0885388843941521,1.003739042660745,1.1122103957674117,1.0315059515726723,0.9726164086994692,1.2163770814212043,1.1387760323743679
2023-03-22,1.1398109304457957,1.202121306263446,1.017565623538556,1.0786394822265295,0.9953815232133225,1.1043724353728281,1.0281653985893662,0.9671187717931234,1.2110055775754678,1.1378451388732262
2023-03-23,1.1499690425881088,1.2036890537194136,1.0262729379142466,1.0880227362787744,1.020093493626555,1.1092364796418588,1.0335136235996167,0.9768633567789238,1.2253742491297364,1.1454167708905607
2023-03-24,1.1292689483744156,1.194164077832021,1.027254235645259,1.0849587930689393,1.0067860743142836,1.0964753225302293,1.0232346780180794,0.9578125164209941,1.2083237199298633,1.127450209590855
2023-03-27,1.122205120302578,1.1766965982870539,1.0367196627452722,1.0850789182639218,1.0000798118445688,1.0913562115801545,1.0218033194220302,0.9566398619781001,1.2112118508651406,1.1292817073635335
2023-03-28,1.1233405241860819,1.1853902063086592,1.035580530771182,1.0830636283047648,1.0064681080361066,1.090830283813219,1.032249663749504,0.9585257442995633,1.2204314585826626,1.1377010735933004
2023-03-29,1.1301316974937465,1.1862721815696435,1.0368761192122584,1.082359390350403,0.9992052595523283,1.084682974087099,1.0259138451938126,0.9440957068562298,1.214234407769972,1.137077941817258
2023-03-30,1.1412432531911876,1.1804333465351309,1.0428297331139489,1.0737386470486854,1.0085481766992173,1.0908636911105218,1.0309704996223572,0.9456395564207075,1.210165310926797,1.1334012559317561
2023-03-31,1.151363191101554,1.2137076018730586,1.054737419105852,1.08174488242727,1.0202950382812448,1.1082933685537546,1.035360564791667,0.9531062811697122,1.2309005483485183,1.1580753654095046
2023-04-03,1.1633604259912684,1.2112864167873427,1.061822929344804,1.0868005842051165,1.0112178312847164,1.098707078625227,1.0405645779355222,0.9567628600897998,1.2239899011450053,1.143607644507799
2023-04-04,1.1637080072477937,1.2101213826708854,1.0589779447143208,1.0932500203528854,1.0029744817153778,1.0821593277277477,1.0439483621983872,0.9442947426929295,1.2278199185213614,1.1478878351920436
2023-04-05,1.1816465767135929,1.2061412241538336,1.0750440062283375,1.0979235670750713,1.0085934128789862,1.075505440854082,1.0538701279027354,0.9467634867565774,1.2235359845228058,1.1520404306720085
2023-04-06,1.1818852999247116,1.2081239133575308,1.0763768284420794,1.0985300137547438,1.0020804495706663,1.0782431815986127,1.0442209033139946,0.9347003371384651,1.2282732734852635,1.1575580879611949
2023-04-07,1.169205886272865,1.19496964874982,1.0677301166445705,1.0779667711500505,0.9939907723700786,1.0644981805264075,1.0353460162587276,0.9241232878695246,1.216632778774219,1.1452602562719238
2023-04-10,1.1606468811732644,1.1878654590567543,1.0533928058607267,1.0532581691739857,0.9799342924486422,1.0525620548657368,1.0353211820631758,0.9240533342903119,1.2020802456188646,1.1352175192599385
2023-04-11,1.143468537531154,1.164565376323791,1.043390619723366,1.0417806122436923,0.9682947311714497,1.0434533750033939,1.020302146301761,0.9268248569378884,1.1989382463655847,1.1122949164240168
2023-04-12,1.1548941932720516,1.1535992482677897,1.0496171759016444,1.0375198921052873,0.9638437695509081,1.0459691702393168,1.0305552617964082,0.9360027218273419,1.191823960311544,1.1092460699316613
2023-04-13,1.1577932264178374,1.1633058249983181,1.0604543055128661,1.0399252388171767,0.9588457139855565,1.053269256721284,1.0464033387993223,0.956485690290339,1.192080515743768,1.1148333809229376
2023-04-14,1.1807549749894455,1.1753504320058443,1.0621084349359617,1.0468648847532767,0.9777201815919578,1.0616815923981717,1.049368973650205,0.9574397671220711,1.2026028916135658,1.1262930084545235
2023-04-17,1.167595655154161,1.1729507672528612,1.0650733584971281,1.0431102132373808,0.9629811239892392,1.0531726634872607,1.0510830569032705,0.9485040964122924,1.1990474943189693,1.1179831099038018
2023-04-18,1.1601507230449069,1.1726037335808006,1.0553684661336873,1.0332190180237404,0.9665456686904993,1.0482387462444802,1.0457080516794466,0.9518999702704951,1.1949056242328375,1.1120745477521552
2023-04-19,1.163554917597384,1.191672785063863,1.0600070557482133,1.0348446992942344,0.9754069867229683,1.0524095461726015,1.0505750491982973,0.9629983340303241,1.2117465589404686,1.128814670059129
2023-04-20,1.1689124508257702,1.189291091552398,1.06348019133015,1.0338193973680394,0.9716868239259502,1.0508348333716742,1.0295774442942234,0.9693825391523913,1.2147214323652291,1.1264311323159573
2023-04-21,1.1667664576878924,1.2014734026063199,1.0721903371809836,1.0221262775843105,0.9825877127215923,1.0557606853056456,1.0281088717608255,0.9672910755931775,1.2373597548353747,1.147879929601646
2023-04-24,1.1502089401541191,1.187089889582169,1.0646548911884006,1.0131855687129065,0.9788789094287171,1.0475880516911518,1.0113479290735774,0.9547726777653807,1.2246011857178019,1.131979634301905
2023-04-25,1.1512790464010523,1.1853087146056054,1.0611518461369556,1.0150130169118567,0.9719828103654851,1.0479525127517424,1.0090297069671637,0.9628196099376959,1.2335967476671408,1.1281733490614099
2023-04-26,1.1589200617218107,1.187817327881802,1.0572300651877258,1.0148784509510131,0.9706753611325206,1.03976895667046,1.016535794153172,0.955723643612765,1.2408519064864085,1.1357253334291928
2023-04-27,1.1570945975566163,1.18101091342808,1.0545701608914138,1.010321549832407,0.957623196038363,1.0325419779673357,1.0033415118802729,0.955169430798502,1.2235095274548875,1.1254583051513682
2023-04-28,1.1744109833295933,1.1941595351663203,1.058347756336809,1.0145414823199732,0.9592634343514358,1.041564953371916,1.0073599320784254,0.9573428946903174,1.2261299438782456,1.1282033214268046
2023-05-01,1.170169154163012,1.1792378046761511,1.0623574344466533,1.0122437234645172,0.9742464345048043,1.0392172743790002,1.0059778627068536,0.9601357263427759,1.223334753538645,1.1229816852807533
2023-05-02,1.184064554924056,1.187374445551402,1.0662381253983708,1.024027238413262,0.9750965060067862,1.05816180073853,1.012470357434558,0.9610982043209845,1.2196099606491118,1.115648877294049
2023-05-03,1.1652166049718957,1.1896746966555072,1.066218636225348,1.0131381734354636,0.9668503608583285,1.0481590965705476,0.9985626541581467,0.9526291101271779,1.2300657996740838,1.1177986857334423
2023-05-04,1.1734603105005914,1.1933334460462077,1.07460644403865,1.0153887300015754,0.9671614249873604,1.0554915536537983,1.00056164848749,0.9621517475325938,1.2480321089511,1.1135947620073738
2023-05-05,1.1841806817425595,1.1905511637782316,1.0820568611900283,1.01637987151517,0.9623269199659353,1.0495584763081733,1.0049258732036748,0.9690974536370734,1.2476432896954988,1.1123704453615995
2023-05-08,1.1701270457236645,1.1750386686708847,1.0811234256281104,1.0084326481188681,0.9579842539234245,1.0497872642350132,1.002444262809952,0.9712070792991397,1.226300857991047,1.0855392810231443
2023-05-09,1.1641664423107325,1.1523072750790395,1.070284768973996,0.9946183487277155,0.9453603007674131,1.045393882768849,0.99116491543104,0.9694722182673502,1.20166127507613,1.0685308543734446
2023-05-10,1.1745289179376137,1.161591603732354,1.0770810450824426,0.9976643838735513,0.9482995950132587,1.044847581681329,0.994545803710949,0.9725796658870607,1.2182162037095419,1.0851939875742445
2023-05-11,1.1424866047068434,1.1428728723999813,1.055613612267935,0.9821438686345958,0.9349870351155687,1.0401789868025517,0.9747136411329025,0.9574085657338649,1.189494806166827,1.070078774323522
2023-05-12,1.116706838104948,1.1381759590970162,1.0435436108494203,0.9818125936622276,0.9143813450094566,1.0161729324458608,0.9732725560648594,0.9350261116787973,1.1821955315401687,1.0587297403539604
2023-05-15,1.1066184243591142,1.1352162886979718,1.040030990120607,0.9894681061995692,0.9080787430180822,1.008348426770025,0.9709890843361731,0.9290447257018742,1.1607843988580648,1.0492928454523394
2023-05-16,1.0864846428809498,1.1331964784761737,1.0308835546135593,0.9819571682933538,0.8971500357818913,1.0035988275422503,0.9703462128376661,0.9253899669546946,1.1443877622312972,1.0335529570638509
2023-05-17,1.0940984661754978,1.1273147872588958,1.026095199190938,0.9891474131765866,0.907278641548742,1.012364055175124,0.9734271323396028,0.9350025288137603,1.1364267727023105,1.0240704125250903
2023-05-18,1.075743528694697,1.1163703280479522,1.0243893003904918,0.982897346762839,0.8935472795870337,0.9991138403662583,0.9620129019072516,0.9282414963772936,1.1170750046262414,0.9934429692011785
2023-05-19,1.086896904276443,1.1229783391979884,1.0261428991971548,0.9828780443649362,0.899921499821048,1.0085348122366669,0.9682087401631467,0.9303681264131802,1.1290830378002796,1.0021500430255421
2023-05-22,1.0958368530750995,1.1409349052537288,1.0321716036566106,0.9823082217446334,0.9120872398100163,1.0214717586315272,0.9845260201574778,0.9422332125355318,1.1417253962716125,1.007278053659969
2023-05-23,1.0979860253063412,1.1506045385734123,1.0299728781039226,0.9788558462291425,0.8945170682280252,1.029027521791791,0.9932862573875774,0.9304221034641268,1.1477340332674792,1.0138165926299962
2023-05-24,1.1104681530991316,1.1714173230579168,1.0298713466727005,0.9917804936355814,0.9119389534366165,1.0365737894762344,1.0040628734980004,0.9464276265590572,1.175637761146299,1.0285991913722006
2023-05-25,1.0866287650367108,1.1569940471891067,1.029342062765413,0.9798024314436927,0.8948510861585282,1.0129583662419066,0.9978560209080024,0.9341586461763951,1.1683471126435936,1.0214158225597922
2023-05-26,1.0854841115359852,1.1558208100625973,1.0282089017987706,0.9823144894794482,0.8862116909769718,1.007778266506072,0.9984685042806976,0.9298195222040547,1.1488781475513805,1.0090231429539436
2023-05-29,1.0855228185463037,1.1395383694656203,1.0347981141254206,0.9781181951937211,0.8655459449115362,1.001972831727109,1.0036570060489443,0.933130839970508,1.131221702250848,0.9990838091705254
2023-05-30,1.0678264233772976,1.1293489710786215,1.0277185688140196,0.9649220047910826,0.8527620901560761,0.9901488742257889,0.9965345855692145,0.9167976710646023,1.125559548937627,0.9843965590528296
2023-05-31,1.0883284101712578,1.130996743513421,1.0375604727510734,0.9680061123873943,0.8532645454438185,0.9885297564453294,0.9980350448597617,0.9238982795253118,1.1298411268402484,0.9819805390269752
2023-06-01,1.079095790036913,1.108047456156918,1.013386294141034,0.9540688388038014,0.835251005273892,0.96201066413836,0.9770090376297266,0.9037015446573305,1.1184501022970619,0.972053900032197
2023-06-02,1.1094570217403712,1.1223346726909196,1.0167876426154567,0.9569960768213885,0.843066373831629,0.975397513258053,0.9672332143933625,0.9105536372168003,1.1214948435164087,0.9765148052262358
2023-06-05,1.0936174996914563,1.1131762211977674,1.0191773501969998,0.9421763029049325,0.8382792813984786,0.9814638731883703,0.9651691907657906,0.9015119807514044,1.1031399775583421,0.972938939115565
2023-06-06,1.0842895450581693,1.1016917499718697,1.007548699850345,0.9402319050026174,0.8345606288818148,0.963347634463265,0.9581730191762377,0.8868217891743237,1.0980743879654329,0.9709504220271308
2023-06-07,1.074790979674549,1.0912076398156727,0.9937720149443187,0.9250078104079805,0.8243552403454284,0.9413824488700303,0.9520399918845494,0.890168118665485,1.090993498780963,0.9643324177432817
2023-06-08,1.088786872747068,1.0978830745171724,0.9894363609363577,0.931154132913452,0.8261782211468321,0.9453782289935112,0.9582031032401319,0.888566353316798,1.0932758446939832,0.9712763692963111
2023-06-09,1.079009544727334,1.0906471050668356,0.9846671488365883,0.9193017391105409,0.8162089315049067,0.9441518061146128,0.9458098286931917,0.8886866019396832,1.0803362509408379,0.9661920124883868
2023-06-12,1.075477719043091,1.078039480117089,0.9818545285505851,0.9068249551341324,0.804634968644124,0.9445620872483483,0.9476105777764634,0.8994735788494452,1.0738127379977906,0.9560567709735149
2023-06-13,1.06656414018716,1.0916424654598946,0.9823262601750102,0.911113370502478,0.7989196294422738,0.950627946663519,0.9352434683297962,0.901451096704255,1.071133211736276,0.9566778548406325
2023-06-14,1.0922258969123335,1.104175793309828,0.9954933161792054,0.9256006452681291,0.8115920139680213,0.9554066935828218,0.9470127887868341,0.9131273595733614,1.0845998218398718,0.9745199481281774
2023-06-15,1.1095374718159747,1.1035051088308476,0.9913521442880036,0.9204848935288742,0.8041144465401607,0.9466265274353369,0.9484748875887147,0.9146872935709837,1.071345218918828,0.9824281605103825
2023-06-16,1.1110760650833846,1.07767971705374,0.9824897193990285,0.9076494684256871,0.7957824450308292,0.9527216577810188,0.9262157075430706,0.9177240536283297,1.0503499485259675,0.9645920798563525
2023-06-19,1.1245506247927373,1.0774175117641098,0.9873622961234801,0.9068184856544276,0.7968033601150559,0.9521485079586568,0.9260461888464224,0.9142256241397837,1.0503715009845431,0.9691543611550607
2023-06-20,1.1228567298757937,1.0802569645490547,0.9900907501235308,0.9110219474484132,0.7949334803451198,0.9560266446185155,0.925866860401034,0.9114614144458444,1.0543420435643835,0.9635587248034616
2023-06-21,1.1319841371761816,1.098160836696754,1.0000541261185762,0.9243830256873626,0.8024563075058361,0.9615459983669026,0.932579697288914,0.923952285985032,1.0634957216279601,0.9749324976652832
2023-06-22,1.1479836114504822,1.1225069988009835,1.0106341126282885,0.9341275250428338,0.8068592099007394,0.9738173085404904,0.9485409446192937,0.9299021622657475,1.0845889770308947,0.9991193355265666
2023-06-23,1.1455715881883497,1.1302479840351618,1.0273019204060074,0.9486048484222852,0.8193468386458908,0.9744005151301005,0.940250059131981,0.9144167184689368,1.0951953519618844,1.0180132472936398
2023-06-26,1.1574878448481096,1.1541744459313759,1.0366524992261619,0.954815216929945,0.8253856660711286,0.9853824241858655,0.952014086893371,0.9188639210295092,1.110998320020536,1.0293170171445798
2023-06-27,1.1460624301398639,1.1435280342691416,1.0301306481098844,0.9702996487366713,0.822014919630616,0.9819943776453459,0.935474552387462,0.9049208613300912,1.0913408342289503,1.0160839754685764
2023-06-28,1.1513692619136426,1.1426126321158443,1.0287148752681592,0.9689395618272496,0.8250749121266463,0.9715194891073549,0.9369544115021909,0.8975254804649297,1.090699794241077,1.0117362525835893
2023-06-29,1.1403660024676747,1.155613338133909,1.0203579095652031,0.9646788771407991,0.8283235836023619,0.9812241969235345,0.9366571505204979,0.8966571318770368,1.0972187200281787,1.014972025808286
2023-06-30,1.133643392599548,1.1442030323574348,1.0173553937910087,0.9675472308148201,0.8236756001352681,0.9787424072404065,0.9320912257498726,0.8926168452817731,1.0987271723422418,1.0045031247723866
2023-07-03,1.1262486464316248,1.133625804453162,1.0018299494435623,0.9530772458092629,0.8128013384375347,0.9682851812357447,0.9275147270367985,0.8788132338729551,1.0825753793033739,0.9939399094774913
2023-07-04,1.128761306988167,1.133864476077414,1.0012816880869413,0.9577155131564156,0.8163701148805187,0.9768002062293754,0.9366370762922839,0.8873923477767993,1.0825510825079319,0.9843695563050076
2023-07-05,1.1228637000484867,1.1286868981854383,1.007743181751483,0.9535208296647847,0.8104597509569362,0.9810456410726421,0.9492471098983498,0.8825756299292252,1.0921424320156097,0.9873086969455735
2023-07-06,1.103511613636746,1.1155096024918514,0.9914657175765133,0.9301953743119252,0.7987929440033098,0.9701627699303057,0.9276526738464725,0.8847318888221797,1.0691205280657834,0.9729258225051453
2023-07-07,1.1107131398071646,1.108962893360158,0.9798128469282907,0.9240488366257301,0.8093148531302069,0.9719352800892881,0.9271071630932967,0.880343565580178,1.074343634166133,0.963682301474975
2023-07-10,1.1179330702828603,1.1068373352359313,0.9796780630589974,0.921726882847782,0.8131243446528421,0.9831026386838142,0.9459567127680562,0.8903241731001249,1.0740923084026133,0.9715475725640298
2023-07-11,1.1210523303757665,1.1180622690766249,0.9868652102991775,0.9195761107535615,0.8341888726519232,1.0000037326858027,0.9499689693718644,0.8904103068434117,1.0936928426007368,0.9855316767581148
2023-07-12,1.1293291842123616,1.1211500188278272,1.0029566222321842,0.9249429104506225,0.8470260043329821,1.0123262692111206,0.9590741025872387,0.904640638026471,1.1065510507849106,0.989901026004693
2023-07-13,1.1670182974291825,1.173643122042743,1.0232478182306812,0.9646717757017356,0.8697801011193377,1.0533822749861768,0.9724246493334726,0.9335143119706754,1.1355426849418961,1.0290276645280565
2023-07-14,1.1788688258195967,1.1696557588415673,1.023809258139304,0.9677199140310255,0.870013007481047,1.0568256590063876,0.9673826968304959,0.9402800847894583,1.1278418251705065,1.025737426872476
2023-07-17,1.1748121659583617,1.1740969041553668,1.025809762693119,0.9690695457309935,0.8758055551460213,1.0452604281743119,0.9700050778177449,0.9346826936711776,1.1171670714413753,1.0270937751216
2023-07-18,1.1622113052291982,1.1426989985176332,1.0042212745859158,0.9560043115296865,0.8635702766593042,1.030456874297246,0.9547890569910633,0.9193786971754726,1.095943845528603,1.006228259877833
2023-07-19,1.1452202954719626,1.1534546256323155,1.0129126904005175,0.9634494653875814,0.854808848452538,1.0235656603975842,0.9644410348884594,0.9207716857932268,1.1050628536031706,1.0162469249953363
2023-07-20,1.1449451479984096,1.1337934416923063,0.9972758740442895,0.9689260465203291,0.8614917769227813,1.0234544811513921,0.9658572697333082,0.9087644486729973,1.101475664325262,1.0093084666616068
2023-07-21,1.1416045154241015,1.1383841372754113,0.9930463086440522,0.965199818732075,0.8530896565883699,1.0325530507262273,0.9574849130316214,0.8967353505998176,1.0973206404309772,1.0022001823598417
2023-07-24,1.1398249708476202,1.1401245270740588,0.9787434371832089,0.964952230959855,0.847448600972116,1.022688244954692,0.9559052927508358,0.8933798866297028,1.0819070537318773,1.0020427217245835
2023-07-25,1.1384975637988108,1.1466001308395746,0.9942810507706837,0.962647659250713,0.8608664684762112,1.0244106770457384,0.959323790491628,0.9096620731089514,1.091300115320151,1.0080216923819165
2023-07-26,1.159889016963802,1.1622072801747874,0.9931102312754149,0.9705070533918748,0.8634350512854606,1.0301622394010665,0.9746363012915589,0.9175241114005666,1.1021656923352021,1.0135213326062387
2023-07-27,1.1567568671200712,1.1674428431291046,0.9941110149451398,0.9798656052112653,0.8671237807472715,1.0235258463169288,0.9715311138219335,0.9060563687462541,1.109689512716208,1.0196557441224792
2023-07-28,1.1586940125124938,1.1594555297870046,0.9986517234437771,0.9811448945752191,0.8666636170952667,1.0323127420393183,0.9834411336709703,0.9159035276981261,1.109999509093532,1.0241092917884012
2023-07-31,1.146279607201556,1.1355394804614847,0.9896500581831115,0.9624295187530059,0.8534318140978709,1.0160757825427502,0.9744281786494253,0.9048552343648478,1.0880218859343795,1.0050135983642994
